|main_law|draft|category_law|reading|initiators|committee|link_to_votes|url
90|О бюджете Социального фонда Кыргызской Республики на 2024 год и плановый период 2025–2026 годов|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-13369/23 от 23.10.23|Комитетом по бюджету, экономической и фискальной политике, Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223162110_30-11-2023 02-45 Голосование 8.pdf|http://kenesh.kg/ru/article/show/11435/zakonoproekti-rassmotrennie-30-noyabrya-2023-goda-i-vnesennie-na-golosovanie
91|О туризме|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-6895/23 от 16.05.23|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223162123_30-11-2023 02-56 Голосование 9.pdf|http://kenesh.kg/ru/article/show/11435/zakonoproekti-rassmotrennie-30-noyabrya-2023-goda-i-vnesennie-na-golosovanie
92|О товарной бирже и биржевой торговле в Кыргызской Республике|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициаторы – Председатель Кабинета Министров,вх. № 6-11822/23, от 22.09.23|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223162135_30-11-2023 03-00 Голосование 10.pdf|http://kenesh.kg/ru/article/show/11435/zakonoproekti-rassmotrennie-30-noyabrya-2023-goda-i-vnesennie-na-golosovanie
93|О государственных символах Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициаторы – депутаты Шакиев Н.Т., Примов У.Б., вх. №6-14961/23 от 27.11.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153747_29-11-2023 11-16 Голосование 5.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
94|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о сотрудничестве в области предупреждения и ликвидации чрезвычайных ситуаций, подписанного 27 января 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10205/23, от 10.07.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153812_29-11-2023 11-20 Голосование 6.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
95|О лицензионно-разрешительной системе в Кыргызской Республике)|О внесении изменения в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор - Председатель Кабинета Министров, вх. № 6-10724/23, от 11.08.23 Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике рассмотрен|NO|http://kenesh.kg//uploads/media/default/0001/97/011223153828_29-11-2023 11-23 Голосование 7.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
96|О ратификации Соглашения о финансировании между Кыргызской Республикой и Международной ассоциацией развития (Дополнительное финансирование Проекта улучшения теплоснабжения), подписанного 8 сентября 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-14097/23, от 09.11.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153856_29-11-2023 11-30 Голосование 8.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
97|О местной государственной администрации и органах местного самоуправления|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициаторы – депутаты Сарбагышев М.К., Чойбеков Б.К., вх.№ 6-7187/23 от 22.05.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153912_29-11-2023 11-32 Голосование 9.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
98|О Кабинете Министров Кыргызской Республики|О внесении изменения в конституционный Закон Кыргызской Республики|О проекте  Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров,вх. № 6-9867/23 от 30.06.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153935_29-11-2023 11-35 Голосование 11.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
99|Об общественных советах государственных органов» и внесении изменения в Закон Кыргызской Республики О Регламенте Жогорку Кенеша Кыргызской Республики»|О проекте Закона|О признании утратившим силу Закона Кыргызской Республики|вносится на третье чтение|инициатор – Председатель Кабинета Министров,вх. № 6-9871/23 от 30.06.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223153954_29-11-2023 11-37 Голосование 12.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
100|Об отнесении некоторых населенных пунктов Баткенской, Ошской, Чуйской и Иссык-Кульской областей и города Ош Кыргызской Республики к категории айыла (села)|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10018/23 от 05.07.23|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154027_29-11-2023 11-41 Голосование 13.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
101|О статусе судебных исполнителей и об исполнительном производстве|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-25980/22 от 27.12.2022|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154046_29-11-2023 11-43 Голосование 14.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
102|О переименовании отдельных айылных аймаков и сел Баткенской, Джалал-Абадской и Иссык-Кульской областей Кыргызской Республики|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров,вх. № 6-11252/23 от 11.09.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154115_29-11-2023 11-45 Голосование 15.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
103|О Кабинете Министров Кыргызской Республики|О внесении изменения в конституционный Закон Кыргызской Республики|О проекте  Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. №6-11191/23 от 07.09.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154134_29-11-2023 11-49 Голосование 17.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
104|О Кабинете Министров Кыргызской Республики|О внесении изменения в конституционный Закон Кыргызской Республики|О проекте  Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. №6-11191/23 от 07.09.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154158_29-11-2023 11-50 Голосование 19.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
105|О внесении изменений в Гражданский процессуальный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. №6-10513/23 от 26.07.2023|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154220_29-11-2023 11-53 Голосование 20.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
106|О внутренней миграции|О внесении изменений в Закон Кыргызской Республики|О проекте  Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-6522/23 от 10.05.2023|Комитетом по транспорту, коммуникациям, архитектуре и строительству рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154237_29-11-2023 11-59 Голосование 21.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
107|О пожарной безопасности|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10667/23, от 09.08.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154319_29-11-2023 12-02 Голосование 22.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
108|О государственных гарантиях этническим кыргызам, переселяющимся в Кыргызскую Республику|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – депутат Азыгалиев Н.А., вх. № 6-10414/23 от 20.07.23|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154334_29-11-2023 12-06 Голосование 23.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
109|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Глобальным институтом зеленого роста относительно правового статуса, привилегий и иммунитетов Глобального института зеленого роста (GGGI), подписанного 27апреля 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-13524/23, от 25.10.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223154345_29-11-2023 12-10 Голосование 24.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
110|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Федеративной Республики Германия о финансовом сотрудничестве, подписанного 1 июня 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-13520/23, от 25.10.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по бюджету, экономической и фискальной политике, Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223155659_29-11-2023 12-58 Голосование 25.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
111|О присоединении (принятии) Кыргызской Республики к Конвенции о Международной морской организации, принятой в Женеве 6 марта 1948 года|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-13374/23, от 23.10.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по транспорту, коммуникациям, архитектуре и строительству рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223155833_29-11-2023 02-16 Голосование 26.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
112|О ратификации Грантового соглашения (Специальные операции) (Программа развития сектора: Реформа школьного образования) между Кыргызской Республикой и Азиатским банком развития, Грантового соглашения (Специальные операции) (Проект развития сектора: Реформа школьного образования) между Кыргызской Республикой и Азиатским банком развития, Кредитного соглашения (Обычные операции [льготные]) (Проект развития сектора: Реформа школьного образования) между Кыргызской Республикой и Азиатским банком развития, подписанным 21 июля 2023 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров,вх. № 6-13362/23, от 23.10.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по социальной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223155945_29-11-2023 03-08 Голосование 28.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
113|О дорожном фонде|О внесении изменения в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-9158/23 от 21.06.2023|Комитетом по транспорту, коммуникациям, архитектуре и строительству рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160118_29-11-2023 04-24 Голосование 30.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
114|Об утверждении перечней уполномоченных государственных органов, имеющих право на проведение проверок деятельности органов местного самоуправления|О проекте постановления Жогорку Кенеша|Empty|NO|NO|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160343_29-11-2023 04-32 Голосование 32.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
115|Об утверждении составов комитетов Жогорку Кенеша Кыргызской Республики № 18-VII от 13 января 2022 года|О внесении изменений в постановление Жогорку Кенеша Кыргызской Республики|О проекте постановления Жогорку Кенеша|NO|NO|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160546_29-11-2023 04-34 Голосование 33.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
116|Об утверждении составов комитетов Жогорку Кенеша Кыргызской Республики № 18-VII от 13 января 2022 года|О внесении изменений в постановление Жогорку Кенеша Кыргызской Республики|О проекте постановления Жогорку Кенеша|NO|NO|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160558_29-11-2023 04-36 Голосование 34.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
117|Об утверждении составов комитетов Жогорку Кенеша Кыргызской Республики № 18-VII от 13 января 2022 года|О внесении изменений в постановление Жогорку Кенеша Кыргызской Республики|О проекте постановления Жогорку Кенеша|NO|NO|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160720_29-11-2023 04-37 Голосование 35.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
118|Об утверждении размера денежного вознаграждения премии Межпарламентской Ассамблеи государств-участников Содружества Независимых Государств имени Чингиза Айтматова на 2024 год|О проекте постановления Жогорку Кенеша|Empty|NO|NO|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/97/011223160856_29-11-2023 04-41 Голосование 36.pdf|http://kenesh.kg/ru/article/show/11434/zakonoproekti-rassmotrennie-29-noyabrya-2023-goda-i-vnesennie-na-golosovanie
119|Об отчете об исполнении республиканского бюджета Кыргызской Республики за 2022 год|Empty|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-6786/23 от 15.05.23|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123214543_23-11-2023 04-24 Голосование 4.pdf|http://kenesh.kg/ru/article/show/11421/zakonoproekti-rassmotrennie-23-noyabrya-2023-goda-i-vnesennie-na-golosovanie
120|О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024–2025 годов|О внесении изменений в Закон Кыргызской Республики|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. 6-13832/23 от 31.10.2023|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123214606_23-11-2023 04-25 Голосование 5.pdf|http://kenesh.kg/ru/article/show/11421/zakonoproekti-rassmotrennie-23-noyabrya-2023-goda-i-vnesennie-na-golosovanie
121|О республиканском бюджете Кыргызской Республики на 2024 год и плановый период 2025–2026 годов|. О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. 6-12177/23 от 29.09.2023|Комитетом по бюджету,экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123214654_23-11-2023 04-27 Голосование 6.pdf|http://kenesh.kg/ru/article/show/11421/zakonoproekti-rassmotrennie-23-noyabrya-2023-goda-i-vnesennie-na-golosovanie
122|Об амнистии в связи 30-летием принятия Конституции Кыргызской Республики и 75-летием Всеобщей декларации прав человека|О проекте Закона|Empty|вносится на третье чтение|инициатор – депутат Коргонбай уулу Ж. вх. № 6-10525/23 от 27.07.23|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123214714_23-11-2023 04-36 Голосование 7.pdf|http://kenesh.kg/ru/article/show/11421/zakonoproekti-rassmotrennie-23-noyabrya-2023-goda-i-vnesennie-na-golosovanie
123|О прокуратуре Кыргызской Республики|О внесении изменений в конституционный Закон Кыргызской Республики|О проекте  Закона|вносится на второе чтение|инициатор – Президент Кыргызской Республики, вх. № 6-13240/23 от 20.10.2023|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123212730_22-11-2023 10-27 Голосование 4.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
124|О прокуратуре Кыргызской Республики|О внесении изменений в конституционный Закон Кыргызской Республики|О проекте  Закона|вносится на третье чтение|NO|NO|http://kenesh.kg//uploads/media/default/0001/96/231123212758_22-11-2023 10-28 Голосование 5.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
125|О внесении изменений в Уголовно-процессуальный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на второе чтение|инициатор – Президент Кыргызской Республики, вх. № 6-13241/23 от 20.10.2023|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123212817_22-11-2023 10-31 Голосование 6.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
126|О внесении изменений в Уголовно-процессуальный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на третье чтение|NO|NO|http://kenesh.kg//uploads/media/default/0001/96/231123212850_22-11-2023 10-32 Голосование 7.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
127|О присоединении Кыргызской Республики к Конвенции о передаче осужденных лиц|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-11312/23, от 12.09.2023|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123212916_22-11-2023 10-39 Голосование 8.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
128|Об охране здоровья граждан в Кыргызской Республике|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-7211/23 от 22.05.23|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123212946_22-11-2023 10-43 Голосование 9.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
129|Об общественном здравоохранении|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-6165/23 от 27.04.23|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213009_22-11-2023 10-58 Голосование 10.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
130|Об обращении медицинских изделий|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-7053/23 от 18.05.23|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213135_22-11-2023 11-06 Голосование 11.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
131|Об обращении лекарственных средств|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-7543/23 от 29.05.23|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213159_22-11-2023 11-30 Голосование 12.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
132|Реконструкция автодороги Суусамыр – Талас – Тараз, фаза IV, 104,6–197,6 км, подписанного 24 апреля 2023 года в городе Бишкек|О ратификации Кредитного соглашения между Кыргызской Республикой и Саудовским фондом развития по проекту|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10207/23, от 10.07.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213226_22-11-2023 11-37 Голосование 13.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
133|Реконструкция автодороги Суусамыр – Талас – Тараз, фаза IV, 104,6–197,6 км, подписанного 12 мая 2023 года в городе Джидда|О ратификации Кредитного соглашения между Кыргызской Республикой и Фондом международного развития ОПЕК по проекту|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10252/23, от 11.07.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213250_22-11-2023 11-38 Голосование 14.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
134|Реконструкция автодороги Суусамыр – Талас – Тараз, фаза IV, 104,6–197,6 км» и Соглашения о технической грантовой помощи между Кыргызской Республикой и Исламским банком развития по проекту Реконструкция автодороги Суусамыр – Талас – Тараз, фаза IV, 104,6–197,6 км», подписанных 12 мая 2023 года в городе Джидда»|О проекте Закона|О ратификации Кредитного соглашения между Кыргызской Республикой и Исламским банком развития по проекту|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10206/23, от 10.07.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213313_22-11-2023 11-39 Голосование 15.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
135|О ратификации Соглашения об учреждении Тюркского инвестиционного фонда, подписанного 16 марта 2023 года в городе Анкара|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-11982/23, от 26.09.2023|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213341_22-11-2023 11-43 Голосование 16.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
136|О внесении изменений в некоторые законодательные акты Кыргызской Республики по вопросам гражданства|О проекте Закона|Empty|вносится на второе чтение|инициаторы – депутаты Осмонов А.Ж., Нарматова Н.А., Маматалиев М.А., Акаев Ж.К., Кадырбеков Н.К., Айдарова А.А., Бакасов У.Б., Атазов Ш.К., Икрамов Т.И., Маткеримов А.Т., вх. № 6-6358/23 от 03.05.23|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213402_22-11-2023 11-46 Голосование 17.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
137|О выборах Президента Кыргызской Республики и депутатов Жогорку Кенеша Кыргызской Республики», О прокуратуре Кыргызской Республики», О статусе судей Кыргызской Республики»)|О проекте  Закона|О внесении изменений в некоторые конституционные законы Кыргызской Республики (в конституционные законы|вносится на второе чтение|инициаторы – депутаты Осмонов А.Ж.,Нарматова Н.А., Маматалиев М.А., Акаев Ж.К., Кадырбеков Н.К., Айдарова А.А., Бакасов У.Б., Атазов Ш.К., Икрамов Т.И., Маткеримов А.Т., вх. № 6-6360/23 от 03.05.23|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213428_22-11-2023 11-50 Голосование 18.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
138|О внесении изменений в Кодекс Кыргызской Республики о правонарушениях|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-4063/23 от 16.03.23|Комитетом по транспорту, коммуникациям, архитектуре и строительству рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/231123213451_22-11-2023 11-54 Голосование 19.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
139|О внесении изменений в Кодекс Кыргызской Республики о правонарушениях|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-7497/23 от 26.05.23|Комитетом по транспорту, коммуникациям, архитектуре и строительству рассмотрен|http://kenesh.kg//uploads/media/default/0001/96/241123084858_22-11-2023 12-00 Голосование 20.pdf|http://kenesh.kg/ru/article/show/11420/zakonoproekti-rassmotrennie-22-noyabrya-2023-goda-i-vnesennie-na-golosovanie
