|main_law|draft|category_law|reading|initiators|committee|link_to_votes|url
936|О гарантиях деятельности Президента Кыргызской Республики и статусе экс-президента Кыргызской Республики|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10257/22 от 25.05.2022|Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222140347_01-12-2022 03-34 Голосование 8.pdf|http://kenesh.kg/ru/article/show/9789/zakonoproekti-rassmotrennie-1-dekabrya-2022-goda-i-vnesennie-na-golosovanie
937|Об энергосбережении», Об энергетической эффективности зданий»)»|О проекте Закона|О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере энергосбережения (в законы|вносится на второе чтение|инициатор – депутат VIсозыва Байбакпаев Э.Дж.|NO|http://kenesh.kg//uploads/media/default/0001/74/021222140359_01-12-2022 03-38 Голосование 9.pdf|http://kenesh.kg/ru/article/show/9789/zakonoproekti-rassmotrennie-1-dekabrya-2022-goda-i-vnesennie-na-golosovanie
938|Об избрании председателя и заместителей председателя временной депутатской комиссии по изучению вопроса, связанного со служебным помещением депутата Жогорку Кенеша Кыргызской Республики Бакирова Ө.М., созданной постановлением Жогорку Кенеша Кыргызской Республики от 24 ноября 2022 года № 655-VII|О проекте постановления Жогорку Кенеша|Empty|NO|NO|NO|http://kenesh.kg//uploads/media/default/0001/74/021222140412_01-12-2022 03-41 Голосование 10.pdf|http://kenesh.kg/ru/article/show/9789/zakonoproekti-rassmotrennie-1-dekabrya-2022-goda-i-vnesennie-na-golosovanie
939|О ратификации Протокола о внесении изменений в Договор о Евразийском экономическом союзе от 29 мая 2014 года в части пенсионного обеспечения должностных лиц и сотрудников Евразийской экономической комиссии и Суда Евразийского экономического союза, являющихся гражданами Российской Федерации, подписанного 24 марта 2022 года в городе Москве|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-16541/22 от 12.08.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133126_30-11-2022 10-59 Голосование 6.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
940|О ратификации Протокола о внесении изменения в Протокол об условиях и переходных положениях по применению Кыргызской Республикой Договора о Евразийском экономическом союзе от 29 мая 2014 года, отдельных международных договоров, входящих в право Евразийского экономического союза, и актов органов Евразийского экономического союза в связи с присоединением Кыргызской Республики к Договору о Евразийском экономическом союзе от 29 мая 2014 года, подписанный 8 мая 2015 года, подписанного 19 апреля 2022 года в городе Москве|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-16814/22 от 23.08.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133143_30-11-2022 11-07 Голосование 7.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
941|О ратификации Договора государств – участников Содружества Независимых Государств о противодействии легализации (отмыванию) доходов, полученных преступным путем, финансированию терроризма и финансированию распространения оружия массового уничтожения, подписанного 15 октября 2021 года|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-17602/22 от 09.09.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133204_30-11-2022 11-12 Голосование 8.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
942|О ратификации Соглашения между Правительством Кыргызской Республики и Правительством Венгрии о международных автомобильных перевозках пассажиров и грузов, подписанного 8 апреля 2021 года в городе Бишкек|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-14452/22 от 30.06.22|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133218_30-11-2022 11-15 Голосование 9.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
943|О ветеранах войны, Вооруженных Сил и тружениках тыла|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-9021/22 от 13.05.22|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133231_30-11-2022 11-33 Голосование 11.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
944|Повышение устойчивости с помощью активных антициклических расходов (BRACE) в рамках стабилизационного (антициклического) механизма АБР») между Кыргызской Республикой и Азиатским банком развития, Грантового соглашения (специальные операции) (Повышение устойчивости с помощью активных антициклических расходов (BRACE) в рамках стабилизационного (антициклического) механизма АБР») между Кыргызской Республикой и Азиатским банком развития, подписанных 11 ноября 2022 года в городе Бишкек»|О проекте Закона|О ратификации Кредитного соглашения (обычные операции на льготных условиях) (|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22580/22от 14.11.22|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133246_30-11-2022 11-59 Голосование 12.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
945|О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере социального обеспечения|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-10640/22 от 30.05.22|Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133259_30-11-2022 12-02 Голосование 13.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
946|О противодействии экстремистской деятельности|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-12778/22 от 17.06.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133311_30-11-2022 12-08 Голосование 14.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
947|О внешней миграции|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-11804/22 от 08.06.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133326_30-11-2022 12-46 Голосование 15.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
948|О внесении изменений в Кодекс Кыргызской Республики о правонарушениях|О проекте Закона|Empty|вносится на второе чтение|инициаторы – депутатыКенжебаев А.Б., Самыйкожо М.,вх. № 6-5588/22 от 31.03.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133342_30-11-2022 01-02 Голосование 16.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
949|О внесении изменения в Уголовно-процессуальный кодекс Кыргызской Республики|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-20098/22 от 07.10.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133410_30-11-2022 03-04 Голосование 17.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
950|Об образовании)|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в Бюджетный кодекс, Закон|О проекте Закона|вносится на первое чтение|инициаторы – депутаты Акаев Ж.К., Исатбек кызы А., Сулайманов Э.Н., Айдарова А.А., Молдобекова Г.С., Самыйкожо М., Жакышов Р.Ш., Алимжанова Н.Я., Саккараев М.Дж., Бекешев Д.Д., Түмөнбаев А.Т., Сыдыков Б.Ү., Раимбачаева В.К., Нарматова Н.А., Алимжанов Ф.А., Исираилов А.А., Маткеримов А.Т., Кыдыкбаев Ж.С., Бакиров Ө.М., Талиева К.А., Масабиров Т.А., Ражабалиев Н.А., вх. № 6-13079/22 от 20.06.22.|Комитетом по бюджету, экономической и фискальной политике, Комитетом по социальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133425_30-11-2022 04-08 Голосование 19.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
951|Патентный закон|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-16574/22 от 15.08.2022|Комитетом по социальной политике, Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133444_30-11-2022 04-14 Голосование 20.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
952|Об утверждении размера денежного вознаграждения премии Межпарламентской Ассамблеи государств-участников Содружества Независимых Государств имени Чингиза Айтматова на 2023 год|О проекте постановления Жогорку Кенеша|Empty|NO|NO|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/021222133458_30-11-2022 04-31 Голосование 22.pdf|http://kenesh.kg/ru/article/show/9788/zakonoproekti-rassmotrennie-30-noyabrya-2022-goda-i-vnesennie-na-golosovanie
953|Об отчете об исполнении республиканского бюджета Кыргызской Республики за 2021 год|Empty|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-9422/22 от 18.05.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122101514_24-11-2022 03-35 Голосование 6.pdf|http://kenesh.kg/ru/article/show/9757/zakonoproekti-rassmotrennie-24-noyabrya-2022-goda-i-vnesennie-na-golosovanie
954|О республиканском бюджете Кыргызской Республики на 2022 год и прогнозе на 2023–2024 годы|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. 6-21866/22 от 01.11.2022|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122101529_24-11-2022 07-07 Голосование 9.pdf|http://kenesh.kg/ru/article/show/9757/zakonoproekti-rassmotrennie-24-noyabrya-2022-goda-i-vnesennie-na-golosovanie
955|О республиканском бюджете Кыргызской Республики на 2023 год и плановый период 2024-2025 годы|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. 6-19584/22 от 03.10.2022|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122101636_24-11-2022 07-09 Голосование 10.pdf|http://kenesh.kg/ru/article/show/9757/zakonoproekti-rassmotrennie-24-noyabrya-2022-goda-i-vnesennie-na-golosovanie
956|О промышленной безопасности опасных производственных объектов)|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор - Председатель Кабинета Министров, вх. № 6-9627/22 от 19.05.22 Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике рассмотрен|NO|http://kenesh.kg//uploads/media/default/0001/74/251122100507_23-11-2022 10-47 Голосование 4.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
957|О виртуальных активах)|О внесении изменения в Закон Кыргызской Республики|О проекте Закона|вносится на второе чтение|инициатор - Председатель Кабинета Министров, вх. № 6-12343/22 от 14.06.22 Комитетом по топливно-энергетическому комплексу, недропользованию и промышленной политике рассмотрен|NO|http://kenesh.kg//uploads/media/default/0001/74/251122100520_23-11-2022 11-22 Голосование 5.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
958|О внутренней торговле в Кыргызской Республике, Кодекс о правонарушениях)|О внесении изменений в некоторые законодательные акты Кыргызской Республики (в закон|О проекте Закона|вносится на первое чтение|инициаторы – депутаты Култаева Г.О., Нарматова Н.А., Саккараев М.Дж., Кыдыкбаев Ж.С., Сулайманов Э.Н., Сыдыков Б.У., Шакиев Н.Т., Исмаилов Ф.Д., Абдалиев М.А., Толонов Д.Э., Жакышов Р.Ш., Исираилов А.А., Маматалиев М.А., Боронбаев А.Ж., Жамгырчиев Э.Э., Ажибаев Ч.И., Шабазов Б.В., Мамасадыков З.Д., Козуев А.А., вх. № 6-10487/22 от 27.05.22|Комитетом по бюджету, экономической и фискальной политике, Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100538_23-11-2022 11-58 Голосование 6.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
959|Об органическом производстве|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-14754/22 от 04.07.22|Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100552_23-11-2022 01-05 Голосование 7.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
960|Об актах гражданского состояния ,|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-16887/22 от 25.08.22|Комитетом по транспорту, коммуникациям, архитектуре и строительствуКомитетом по социальной политике, Комитетом по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100611_23-11-2022 03-10 Голосование 8.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
961|Об экспортном контроле|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-15408/22 от 13.07.22|Комитетом по бюджету, экономической и фискальной политике, Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100626_23-11-2022 03-44 Голосование 10.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
962|О противодействии финансированию террористической деятельности и легализации (отмыванию) преступных доходов|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх.№ 6-8706/22 от 11.05.22|Комитетом по бюджету, экономической и фискальной политике рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100644_23-11-2022 03-49 Голосование 11.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
963|О ратификации Соглашения о применении в Евразийском экономическом союзе навигационных пломб для отслеживания перевозок, подписанного 19 апреля 2022 года в городе Москве|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-16542/22 от 12.08.22|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100700_23-11-2022 04-26 Голосование 12.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
964|О ратификации Протокола о внесении изменений в Договор о Евразийском экономическом союзе от 29 мая 2014 года, подписанного 31 марта 2022 года в городе Москве|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-13227/22 от 21.06.22|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100721_23-11-2022 04-35 Голосование 13.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
965|О внесении изменений в некоторые постановления Жогорку Кенеша Кыргызской Республики|О проекте постановления Жогорку Кенеша|Empty|NO|NO|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/251122100755_23-11-2022 04-40 Голосование 14.pdf|http://kenesh.kg/ru/article/show/9756/zakonoproekti-rassmotrennie-23-noyabrya-2022-goda-i-vnesennie-na-golosovanie
966|О ратификации Договора между Кыргызской Республикой и Республикой Узбекистан об отдельных участках кыргызско-узбекской Государственной границы, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22471/22 от 10.11.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182022_17-11-2022 03-43 Голосование 6.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
967|О ратификации Договора между Кыргызской Республикой и Республикой Узбекистан об отдельных участках кыргызско-узбекской Государственной границы, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22471/22 от 10.11.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182035_17-11-2022 03-43 Голосование 7.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
968|О ратификации Договора между Кыргызской Республикой и Республикой Узбекистан об отдельных участках кыргызско-узбекской Государственной границы, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22471/22 от 10.11.2022|Комитетом по международным делам, обороне, безопасности и миграции рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182049_17-11-2022 03-44 Голосование 8.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
969|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о совместном управлении водными ресурсами Кемпирабадского (Андижанского) водохранилища, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22574/22 от 11.11.2022|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182102_17-11-2022 03-47 Голосование 9.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
970|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о совместном управлении водными ресурсами Кемпирабадского (Андижанского) водохранилища, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22574/22 от 11.11.2022|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182112_17-11-2022 03-48 Голосование 10.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
971|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Республики Узбекистан о совместном управлении водными ресурсами Кемпирабадского (Андижанского) водохранилища, подписанного 3 ноября 2022 года в городе Бишкек|О проекте Закона|Empty|вносится на третье чтение|инициатор – Председатель Кабинета Министров, вх. № 6-22574/22 от 11.11.2022|Комитетом по международным делам, обороне, безопасности и миграции, Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/74/181122182121_17-11-2022 03-48 Голосование 11.pdf|http://kenesh.kg/ru/article/show/9709/zakonoproekti-rassmotrennie-17-noyabrya-2022-goda-i-vnesennie-na-golosovanie
972|О внесении изменений в Трудовой кодекс Кыргызской Республики|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-9084/22 от 14.05.2022|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180131_16-11-2022 05-57 Голосование 9.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
973|О коллективных договорах|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|NO|инициатор – Председатель Кабинета Министров, вх. № 6-10262/22 от 25.05.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180155_16-11-2022 05-58 Голосование 11.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
974|О ратификации Соглашения об особенностях применения обеспечения исполнения обязанности по уплате таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин при перевозке (транспортировке) товаров в соответствии с таможенной процедурой таможенного транзита, подписанного от 19 апреля 2022 года в городе Москве|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-16811/22 от 23.08.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180212_16-11-2022 05-59 Голосование 12.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
975|О ратификации Соглашения между Кабинетом Министров Кыргызской Республики и Правительством Азербайджанской Республики о воздушном сообщении, подписанного 20 апреля 2022 года в городе Баку|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-17251/22 от 05.09.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180330_16-11-2022 06-00 Голосование 13.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
976|Ввод в эксплуатацию второго гидроагрегата Камбаратинской ГЭС-2 между Кыргызской Республикой и Евразийским банком развития от 28 февраля 2017 года, подписанного 15 апреля 2022 года|О ратификации Дополнительного соглашения № 2 к Соглашению о предоставлении инвестиционного кредита из средств Евразийского фонда стабилизации и развития для финансирования проекта|О проекте Закона|NO|инициатор – Председатель Кабинета Министров, вх. № 6-16545/22 от 12.08.2022|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180351_16-11-2022 06-02 Голосование 14.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
977|О государственной охране|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-8989/22 от 13.05.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180408_16-11-2022 06-02 Голосование 15.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
978|Об основах государственной политики по поддержке соотечественников за рубежом|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|NO|инициатор – Председатель Кабинета Министров, вх. № 6-11221/22 от 03.06.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180429_16-11-2022 06-04 Голосование 17.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
979|О ратификации Соглашения между Правительством Кыргызской Республики и Правительством Венгрии о международных автомобильных перевозках пассажиров и грузов, подписанного 8 апреля 2021 года в городе Бишкек|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх. № 6-14452/22 от 30.06.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180444_16-11-2022 06-05 Голосование 18.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
980|О рекламе|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|NO|инициатор – Председатель Кабинета Министров, вх.№ 6-13368/22 от 22.06.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180459_16-11-2022 06-06 Голосование 19.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
981|О медицинском страховании граждан в Кыргызской Республике|О внесении изменений в Закон Кыргызской Республики|О проекте Закона|NO|инициатор – Председатель Кабинета Министров, вх.№ 6-13983/22 от 28.06.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180515_16-11-2022 06-07 Голосование 20.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
982|О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере социального обеспечения ,|О проекте Закона|Empty|NO|инициатор – Председатель Кабинета Министров, вх.№ 6-19315/22 от 29.09.22|NO|http://kenesh.kg//uploads/media/default/0001/74/181122180539_16-11-2022 06-07 Голосование 21.pdf|http://kenesh.kg/ru/article/show/9708/zakonoproekti-rassmotrennie-16-noyabrya-2022-goda-i-vnesennie-na-golosovanie
983|О внесении изменений в некоторые законодательные акты в сфере сельского хозяйства|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-9498/22 от 18.05.22|Комитетом по аграрной политике, водным ресурсам, экологии и региональному развитию рассмотрен|http://kenesh.kg//uploads/media/default/0001/73/041122172149_03-11-2022 05-16 Голосование 10.pdf|http://kenesh.kg/ru/article/show/9687/zakonoproekti-rassmotrennie-3-noyabrya-2022-goda-i-vnesennie-na-golosovanie
984|О внесении изменений в законодательные акты в сфере уголовно-исполнительной деятельности|О проекте Закона|Empty|вносится на второе чтение|инициатор – Председатель Кабинета Министров, вх. № 6-9626/22 от 19.05.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/73/041122172202_03-11-2022 05-17 Голосование 11.pdf|http://kenesh.kg/ru/article/show/9687/zakonoproekti-rassmotrennie-3-noyabrya-2022-goda-i-vnesennie-na-golosovanie
985|О противодействии экстремистской деятельности|О проекте Закона|Empty|вносится на первое чтение|инициатор – Председатель Кабинета Министров, вх. № 6-12778/22 от 17.06.22|Комитетом по правопорядку, борьбе с преступностью и противодействию коррупции рассмотрен|http://kenesh.kg//uploads/media/default/0001/73/041122172222_03-11-2022 05-18 Голосование 12.pdf|http://kenesh.kg/ru/article/show/9687/zakonoproekti-rassmotrennie-3-noyabrya-2022-goda-i-vnesennie-na-golosovanie
